probeID,car_id,passenger_id,timestamp,longtitude,latitude
38,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302393,108.94654,34.27655
39,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302396,108.94652,34.27647
40,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302399,108.94652,34.27647
41,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302402,108.94651,34.27637
42,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302405,108.94651,34.27637
43,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302408,108.9465,34.27622
44,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302414,108.94648,34.27614
45,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302417,108.94648,34.27614
46,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302420,108.94648,34.27614
47,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302423,108.94648,34.27608
48,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302426,108.94648,34.27608
49,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302429,108.94647,34.27595
50,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302432,108.94647,34.27595
51,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302435,108.94647,34.27595
52,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302438,108.94647,34.27598
53,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302441,108.94647,34.27598
54,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302444,108.94647,34.27587
55,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302447,108.94647,34.27587
56,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302450,108.94651,34.27567
57,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302454,108.94651,34.27567
58,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302456,108.94656,34.27561
59,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302459,108.94664,34.27551
60,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302462,108.94664,34.27551
61,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302465,108.9468,34.27535
62,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302468,108.94689,34.2753
63,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302471,108.94689,34.2753
64,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302475,108.94705,34.27525
65,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302478,108.94705,34.27525
66,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302480,108.94715,34.27507
67,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302483,108.94715,34.27507
68,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302486,108.94715,34.27507
69,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302489,108.94715,34.27507
70,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302493,108.94715,34.27507
71,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302496,108.94715,34.27507
72,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302499,108.94715,34.27507
73,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302502,108.94715,34.27507
74,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302505,108.94715,34.27507
75,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302508,108.94715,34.27507
76,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302517,108.94715,34.27507
77,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302523,108.94715,34.27507
78,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302526,108.94715,34.27507
79,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302529,108.94715,34.27507
80,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302532,108.94715,34.27507
81,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302535,108.94715,34.27507
82,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302538,108.94715,34.27507
83,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302541,108.94715,34.27507
84,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302544,108.94715,34.27507
85,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302547,108.94715,34.27507
86,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302550,108.94715,34.27507
87,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302553,108.94715,34.27501
88,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302556,108.94715,34.2749
89,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302559,108.94715,34.2749
90,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302562,108.94715,34.27462
91,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302565,108.94715,34.27446
92,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302568,108.94715,34.27433
93,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302571,108.94715,34.27419
94,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302574,108.94715,34.27406
95,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302577,108.94715,34.27393
96,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302580,108.94715,34.27393
97,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302583,108.94715,34.27384
98,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302589,108.94715,34.27384
99,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302592,108.94715,34.27384
100,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302595,108.94715,34.27384
101,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302598,108.94715,34.27384
102,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302601,108.94715,34.27384
103,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302604,108.94715,34.27384
104,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302607,108.94715,34.27384
105,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302610,108.94715,34.27384
106,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302613,108.94715,34.27384
107,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302616,108.94715,34.27384
108,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302619,108.94715,34.27384
109,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302622,108.94715,34.27384
110,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302625,108.94715,34.27384
111,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302628,108.94715,34.27377
112,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302631,108.94715,34.27377
113,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302634,108.94715,34.27366
114,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302637,108.94715,34.27366
115,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302640,108.94715,34.27366
116,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302643,108.94715,34.27366
117,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302646,108.94715,34.27366
118,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302649,108.94715,34.27366
119,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302652,108.94715,34.27366
120,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302655,108.94715,34.27366
121,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302658,108.94715,34.27366
122,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302661,108.94715,34.27366
123,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302664,108.94705,34.27359
124,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302667,108.94705,34.27359
125,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302670,108.94705,34.27359
126,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302673,108.94705,34.27359
127,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302676,108.94705,34.27359
128,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302682,108.94705,34.27359
129,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302685,108.94705,34.27359
130,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302688,108.94705,34.27359
131,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302691,108.94705,34.27359
132,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302694,108.94705,34.27359
133,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302697,108.94705,34.27359
134,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302700,108.94705,34.27359
135,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302703,108.94705,34.27359
136,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302706,108.94705,34.27359
137,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302709,108.94705,34.27359
138,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302712,108.94705,34.27359
139,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302715,108.94705,34.27359
140,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302718,108.94705,34.27359
141,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302721,108.94705,34.27359
142,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302724,108.94705,34.27351
143,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302727,108.94705,34.27351
144,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302730,108.94705,34.27351
145,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302733,108.94705,34.27351
146,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302736,108.94705,34.27351
147,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302739,108.94705,34.27351
148,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302742,108.94705,34.27351
149,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302745,108.94705,34.27351
150,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302748,108.94705,34.27351
151,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302751,108.94705,34.27351
152,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302754,108.94705,34.27351
153,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302757,108.94705,34.27338
154,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302760,108.94705,34.27338
155,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302763,108.94705,34.27328
156,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302766,108.94705,34.27317
157,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302769,108.94705,34.27317
158,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302775,108.94705,34.27308
159,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302778,108.94705,34.27308
160,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302781,108.94705,34.27308
161,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302784,108.94705,34.27308
162,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302787,108.94705,34.27308
163,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302790,108.94705,34.27308
164,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302793,108.94705,34.27308
165,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302796,108.94705,34.27308
166,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302799,108.94705,34.27308
167,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302802,108.94705,34.27308
168,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302805,108.94705,34.27298
169,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302808,108.94705,34.27298
170,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302817,108.94705,34.27289
171,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302820,108.94705,34.27277
172,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302823,108.94705,34.27277
173,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302826,108.94705,34.27277
174,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302829,108.94705,34.27277
175,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302832,108.94705,34.27277
176,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302841,108.94705,34.27277
177,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302844,108.94705,34.27277
178,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302847,108.94705,34.27277
179,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302850,108.94705,34.27277
180,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302853,108.94705,34.27277
181,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302856,108.94705,34.27277
182,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302859,108.94705,34.27277
183,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302862,108.94705,34.27277
184,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302865,108.94705,34.27277
185,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302868,108.94705,34.27277
186,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302871,108.94705,34.27277
187,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302874,108.94705,34.27277
188,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302877,108.94705,34.27277
189,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302880,108.94705,34.27277
190,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302883,108.94705,34.27277
191,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302886,108.94705,34.27277
192,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302889,108.94705,34.27277
193,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302892,108.94705,34.27277
194,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302895,108.94705,34.27277
195,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302898,108.94705,34.27277
196,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302901,108.94705,34.27277
197,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302904,108.94705,34.27277
198,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302907,108.94705,34.27277
199,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302910,108.94705,34.27277
200,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302913,108.94705,34.27277
201,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302916,108.94705,34.27277
202,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302919,108.94705,34.27277
203,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302922,108.94705,34.27277
204,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302925,108.94705,34.27277
205,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302928,108.94705,34.27277
206,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302931,108.94705,34.27277
207,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302934,108.94705,34.27277
208,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302937,108.94705,34.27277
209,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302940,108.94705,34.27277
210,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302943,108.94705,34.27276
211,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302946,108.94705,34.27276
212,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302949,108.94705,34.27276
213,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302952,108.94705,34.27276
214,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302958,108.94705,34.27276
215,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302961,108.94705,34.27276
216,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302964,108.94705,34.27276
217,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302967,108.94705,34.27276
218,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302970,108.94705,34.27276
219,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302973,108.94705,34.27262
220,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302976,108.94705,34.27262
221,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302979,108.94705,34.27262
222,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302982,108.94705,34.27262
223,003c3547a143a9a5f7b6a467827e13d8,df8969a6da01e0d34e3a5f17b76ec049,1475302985,108.94705,34.27262
